page,leaf,table,navire,date,date_republicaine,date_gregorienne,latitude,longitude,longitude_paris,latitude_dms,latitude_ref,longitude_dms,longitude_ref,obs_latitude,obs_longitude,thermometre,barometre_pouces,barometre_lignes,barometre_mm,barometre_hpa,hygrometre,vents_etat_du_ciel,points_lunaires,points_solaires,declinaison_boussole,remarque,remarque_portee,au_mouillage,alerte,notes
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-08,18 nivôse an IX,1801-01-08,"-27,0167","-18,9781","-21,3153",27.1.0,Sud,21.18.55,Occidentales,,,"24,1",28,"5,0","769,2",1026,87,ESE. E. Joli frais ; b. temps.,☽,,8.48.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-09,19 nivôse an IX,1801-01-09,"-28,5139","-18,2600","-20,5972",28.30.50,Sud,20.35.50,Occidentales,,,"25,0",28,"5,0","769,2",1026,89,E. ENE. Joli frais ; b. temps.,,,9.2.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-10,20 nivôse an IX,1801-01-10,"-29,7833","-17,4972","-19,8344",29.47.0,Sud,19.50.4,Occidentales,,,"26,5",28,"5,0","769,2",1026,88,ENE. NE. Joli frais ; beau temps.,,,8.50.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-11,21 nivôse an IX,1801-01-11,"-31,0000","-16,4845","-18,8217",31.0.0,Sud,18.49.18,Occidentales,,,"22,5",28,"5,0","769,2",1026,92,NNE. N. Joli frais ; b. temps.,,,8.23.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-12,22 nivôse an IX,1801-01-12,"-31,7167","-14,3547","-16,6919",31.43.0,Sud,16.41.31,Occidentales,,,"22,0",28,"6,0","771,5",1029,96,N. NNE. Joli frais ; b. temps.,L,,8.35.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-13,23 nivôse an IX,1801-01-13,"-32,4922","-12,7420","-15,0792",32.29.32,Sud,15.4.45,Occidentales,,,"20,2",28,"4,0","767,0",1023,95,NNE. NNO. Joli frais ; beau temps.,P,,9°52',Vu un albatrosse.,,,,Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : accolade « Constitution australe » (23-28 nivôse). Points solaires : accolade « Été austral ».
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-14,24 nivôse an IX,1801-01-14,"-33,0214","-10,8789","-13,2161",33.1.17,Sud,13.12.58,Occidentales,,,"21,5",28,"5,0","769,2",1026,98,NNO. NNE. Joli frais ; beau temps.,●,,9.2.,Vu des albatrosses.,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-15,25 nivôse an IX,1801-01-15,"-33,0764","-7,9178","-10,2550",33.4.35,Sud,10.15.18,Occidentales,,,"21,5",28,"4,0","767,0",1023,97,"NNO. NO, Joli frais ; beau temps.",,,9.45.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-16,26 nivôse an IX,1801-01-16,"-33,2000","-5,5531","-7,8903",33.12.0,Sud,7.53.25,Occidentales,*,*,"17,5",28,"3,0","764,7",1020,89,NNO. O. SSO. S. Bon frais ; temps couvert et pluvieux.,,,14.52.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-17,27 nivôse an IX,1801-01-17,"-33,0000","-2,5403","-4,8775",33.0.0,Sud,4.52.39,Occidentales,,,"16,1",28,"2,0","762,5",1017,89,SSO. S. Joli fr. ; temps couv. ; grains et pluie pend. la nuit.,,,16.22.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-18,28 nivôse an IX,1801-01-18,"-32,7167","-0,0775","-2,4147",32.43.0,Sud,2.24.53,Occidentales,*,*,"15,8",28,"5,0","769,2",1026,79,SSO. SSE. Joli frais ; temps couvert.,,,16.14.,Vu des pétrels et des albatrosses. Passé dans un lit de marée.,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-19,29 nivôse an IX,1801-01-19,"-31,6333","1,2356","-1,1017",31.38.0,Sud,1.6.6,Occidentales,*,*,"16,8",28,"8,0","776,0",1035,81,"SSE. ESE. Joli frais ; t. couv. ; dans la nuit., pl. et vent par rafales.",♌,,18.13.,,,,,Points lunaires : début de l'accolade « Constitution boréale ».
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-20,30 nivôse an IX,1801-01-20,"-33,1500","0,6317","-1,7056",33.9.0,Sud,1.42.20,Occidentales,,,"18,1",28,"6,0","771,5",1029,79,SE. ESE. Joli frais ; temps couvert.,☊,♒,17.52.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-21,1er pluviôse an IX,1801-01-21,"-34,5167","0,3278","-2,0094",34.31.0,Sud,2.0.34,Occidentales,,,"20,1",28,"6,0","771,5",1029,94,SE. E. Joli fr. ; beau temps.,☾,,15.50.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-22,2 pluviôse an IX,1801-01-22,"-35,6683","0,3325","-2,0047",35.40.6,Sud,2.0.17,Occidentales,,,"22,5",28,"5,0","769,2",1026,92,SE. N. Petit frais ; temps couvert.,,,18.19.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-23,3 pluviôse an IX,1801-01-23,"-36,2167","0,5703","-1,7669",36.13.0,Sud,1.46.1,Occidentales,,,"15,1",28,"3,0","764,7",1020,88,NNO. NO. OSO. SO. SSO. S. Bon frais par grains et de la pluie ; temps couvert.,,,//,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-24,4 pluviôse an IX,1801-01-24,"-35,7000","4,6500","2,3128",35.42.0,Sud,2.18.46,Orientales,,*,"13,8",28,"5,0","769,2",1026,85,S. SSE. Joli frais ; b. temps.,,,//,,,,,Mention « Orientales. » imprimée au-dessus de cette ligne (changement d'en-tête de la colonne LONGITUDES).
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-25,5 pluviôse an IX,1801-01-25,"-35,1408","6,1639","3,8267",35.8.27,Sud,3.49.36,Orientales,,,"14,8",28,"5,0","769,2",1026,85,S. SSE. Joli frais ; beau temps.,,,20.13.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-26,6 pluviôse an IX,1801-01-26,"-34,7244","7,6256","5,2883",34.43.28,Sud,5.17.18,Orientales,,,"15,5",28,"3,0","764,7",1020,84,SSO. SSE. Joli fr. ; b. temps.,λ.A,,22.3.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-27,7 pluviôse an IX,1801-01-27,"-34,4808","8,3886","6,0514",34.28.51,Sud,6.3.5,Orientales,,,"15,5",28,"5,0","769,2",1026,84,SSE. S. SO. NO. Petit frais ; beau temps.,,,21.47.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-28,8 pluviôse an IX,1801-01-28,"-34,3500","8,7681","6,4308",34.21.0,Sud,6.25.51,Orientales,,,"18,1",28,"6,0","771,5",1029,92,O. SO. Foible brise ; b. temps.,,,21.25.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-29,9 pluviôse an IX,1801-01-29,"-34,1031","9,4950","7,1578",34.6.11,Sud,7.9.28,Orientales,,,"17,4",28,"6,0","771,5",1029,97,SSO. SO. Petit frais ; b. temps.,○,,21.57.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-30,10 pluviôse an IX,1801-01-30,"-34,4875","10,4772","8,1400",34.29.15,Sud,8.8.24,Orientales,,,"15,9",28,"4,0","767,0",1023,100,SSO. OSO. Bon frais ; beau temps.,,,23.40.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-31,11 pluviôse an IX,1801-01-31,"-34,9058","13,4175","11,0803",34.54.21,Sud,11.4.49,Orientales,,,"16,1",28,"2,0","762,5",1017,96,Du SO. au SSE. Joli frais ; beau temps.,,,23.15.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-01,12 pluviôse an IX,1801-02-01,"-33,9539","15,3364","12,9992",33.57.14,Sud,12.59.57,Orientales,,,"18,0",28,"3,0","764,7",1020,100,Du SSE. au SSO. Bon frais ; temps couvert.,,,25.51.,,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-02,13 pluviôse an IX,1801-02-02,"-34,0333","16,6992","14,3619",34.2.0,Sud,14.21.43,Orientales,,,"22,0",28,"1,0","760,2",1014,100,Du SSO. au NNO. Joli frais ; temps couvert.,D,,25.20.,Vu un loup marin et des goélands.,,,,Points lunaires : début de l'accolade « Constit. australe ».
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-03,14 pluviôse an IX,1801-02-03,"-35,0333","19,3953","17,0581",35.2.0,Sud,17.3.29,Orientales,,*,"14,5",28,"1,0","760,2",1014,85,OSO. O. Bon frais ; temps couvert ; pluie.,☋,,27.56.,En vue du cap False et du cap de Bonne-Espérance.,,,,
479,501,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-04,15 pluviôse an IX,1801-02-04,"-35,2000","21,1250","18,7878",35.12.0,Sud,18.47.16,Orientales,,,"14,8",28,"2,0","762,5",1017,78,"SO. NO. Joli frais ; b. temps ; pend. la nuit, t. couv. et pl. ; éclairs dans le SSE. ; tonn.",,,27.1.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-05,16 pluviôse an IX,1801-02-05,"-36,8167","23,8878","21,5506",36.49.0,Sud,21.33.2,Orientales,,,"16,1",28,"2,0","762,5",1017,83,Du SO. au NO. Bon frais ; temps couvert.,,,27° 2',,,,,Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : accolade « Constitution australe » (16-25 pluviôse). Points solaires : accolade « Été austral ».
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-06,17 pluviôse an IX,1801-02-06,"-36,9833","28,8175","26,4803",36.59.0,Sud,26.28.49,Orientales,*,*,"16,5",28,"6,0","771,5",1029,86,NO. SO. SSO. S. SSE. Bon fr. ; temps couvert et brumeux.,☽,,27.30.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-07,18 pluviôse an IX,1801-02-07,"-34,9667","29,1636","26,8264",34.58.0,Sud,26.49.35,Orientales,*,*,"16,8",28,"4,0","767,0",1023,79,SSE. SE. Variable en force ; temps couvert.,,,//,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-08,19 pluviôse an IX,1801-02-08,"-35,4000","30,4597","28,1225",35.24.0,Sud,28.7.21,Orientales,,,"23,1",28,"3,0","764,7",1020,95,E. ENE. Bon frais ; t. couv. ; petite pluie pendant la nuit.,,,//,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-09,20 pluviôse an IX,1801-02-09,"-36,1833","31,3894","29,0522",36.11.0,Sud,29.3.8,Orientales,,,"21,9",28,"2,0","762,5",1017,98,NE. NNE. Bon frais ; temps couvert.,L,,//,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-10,21 pluviôse an IX,1801-02-10,"-36,7500","34,3022","31,9650",36.45.0,Sud,31.57.54,Orientales,*,*,"19,3",28,"2,0","762,5",1017,100,NE. NNE. Bon frais ; temps couvert.,P,,//,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-11,22 pluviôse an IX,1801-02-11,"-36,7500","36,2122","33,8750",36.45.0,Sud,33.52.30,Orientales,,,"22,5",28,"2,0","762,5",1017,100,NNE. N. Joli frais ; b. temps.,,,28.12.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-12,23 pluviôse an IX,1801-02-12,"-36,2000","37,8614","35,5242",36.12.0,Sud,35.31.27,Orientales,,,"23,0",28,"3,0","764,7",1020,100,NNE. N. Joli frais ; b. temps.,,,28.40.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-13,24 pluviôse an IX,1801-02-13,"-35,6833","39,6908","37,3536",35.41.0,Sud,37.21.13,Orientales,,,"24,0",28,"4,0","767,0",1023,91,Du N. à l'E. Petit frais ; beau temps.,●,,28.28.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-14,25 pluviôse an IX,1801-02-14,"-36,3333","40,3539","38,0167",36.20.0,Sud,38.1.0,Orientales,,,"22,0",28,"5,0","769,2",1026,86,Du NE. au SE. Foible brise ; beau temps.,,,28.32.,Vu des albatrosses.,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-15,26 pluviôse an IX,1801-02-15,"-35,8667","40,9333","38,5961",35.52.0,Sud,38.35.46,Orientales,*,,"22,0",28,"5,0","769,2",1026,92,"ESE. Petit frais ; b. temps ; ciel couv., et pluie pend. la nuit.",♌,,//,,,,,Points lunaires : début de l'accolade « Constitution boréale ».
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-16,27 pluviôse an IX,1801-02-16,"-34,8239","40,5269","38,1897",34.49.26,Sud,38.11.23,Orientales,,,"19,3",28,"5,0","769,2",1026,100,"ESE. SE. Joli fr. ; beau temps ; dans la nuit, ciel couvert, grains et brume.",☊,,//,Vu des albatrosses.,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-17,28 pluviôse an IX,1801-02-17,"-33,4744","40,6564","38,3192",33.28.28,Sud,38.19.9,Orientales,,,"21,5",28,"3,0","764,7",1020,100,"ESE. SSE. Joli frais ; b. temps ; dans la nuit, brume et pluie",,,28.3.,Vu des baleines.,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-18,29 pluviôse an IX,1801-02-18,"-32,8081","40,9525","38,6153",32.48.29,Sud,38.36.55,Orientales,,,"27,1",28,"4,0","767,0",1023,100,ESE. E. Foible brise ; beau temps.,,,28.14.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-19,30 pluviôse an IX,1801-02-19,"-33,2878","41,0322","38,6950",33.17.16,Sud,38.41.42,Orientales,,,"21,2",28,"3,0","764,7",1020,100,E. SE. Foible brise ; b. temps.,,♓,28.5.,Passé dans plusieurs ras de marée.,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-20,1er ventôse an IX,1801-02-20,"-33,0142","41,5950","39,2578",33.0.51,Sud,39.15.28,Orientales,,,"27,7",28,"3,0","764,7",1020,97,E. NE. Joli frais ; b. temps.,☾,,28.2.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-21,2 ventôse an IX,1801-02-21,"-33,6033","43,1997","40,8625",33.36.12,Sud,40.51.45,Orientales,,,"20,5",28,"5,0","769,2",1026,100,Du NNE. au NNO. Joli fr. ; beau temps.,,,27.48.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-22,3 ventôse an IX,1801-02-22,"-33,2500","44,6736","42,3364",33.15.0,Sud,42.20.11,Orientales,*,*,"19,1",28,"3,0","764,7",1020,90,SSO. S. SE. Bon frais ; temps couv ; pluie et grains.,λ.A,,//,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-23,4 ventôse an IX,1801-02-23,"-31,8483","45,4972","43,1600",31.50.54,Sud,43.9.36,Orientales,,,"19,1",28,"3,0","764,7",1020,86,SSE. SE. Bon frais ; b. temps.,,,//,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-24,5 ventôse an IX,1801-02-24,"-30,3956","46,7239","44,3867",30.23.44,Sud,44.23.12,Orientales,,,"21,0",28,"4,0","767,0",1023,100,SSE. SE. Bon frais ; t. couv. ; pluie et grains.,,,//,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-25,6 ventôse an IX,1801-02-25,"-28,8831","47,5650","45,2278",28.52.59,Sud,45.13.40,Orientales,,,"20,5",28,"3,0","764,7",1020,100,"SE. SSE. Joli frais ; b. temps ; pend. la nuit, pluie et grains.",,,23.36.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-26,7 ventôse an IX,1801-02-26,"-28,5667","48,1222","45,7850",28.34.0,Sud,45.47.6,Orientales,,,"25,1",28,"3,0","764,7",1020,97,E. ESE. Joli frais ; t. couvert ; grains et pluie.,,,22.5.,,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-27,8 ventôse an IX,1801-02-27,"-29,4850","48,0361","45,6989",29.29.6,Sud,45.41.56,Orientales,,,"23,9",28,"3,0","764,7",1020,99,NE. ENE. Petit frais ; temps couv. ; grains et pluie.,,,//,Vu des raisins des Tropiques.,,,,
480,502,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-02-28,9 ventôse an IX,1801-02-28,"-30,2000","49,1175","46,7803",30.12.0,Sud,46.46.49,Orientales,,,"24,0",28,"2,0","762,5",1017,100,NE. Petit frais ; beau temps.,○,,//,,,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-01,10 ventôse an IX,1801-03-01,"-30,7667","50,8636","48,5264",30.46.0,Sud,48.31.35,Orientales,,,"25,9",28,"3,0","764,7",1020,100,NE. NNE. Joli frais ; beau temps.,,,24° 9',,,,,Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : fin de l'accolade « C. bor. ». Points solaires : accolade « Été austral ».
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-02,11 ventôse an IX,1801-03-02,"-31,4167","52,8933","50,5561",31.25.0,Sud,50.33.22,Orientales,,,"24,5",28,"3,0","764,7",1020,100,NE. ENE. Joli frais ; beau temps.,D,,//,,,,,Points lunaires : début de l'accolade « Constitution australe ».
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-03,12 ventôse an IX,1801-03-03,"-31,8833","53,8728","51,5356",31.53.0,Sud,51.32.8,Orientales,,,"23,0",28,"2,0","762,5",1017,99,"NE. ENE. Petit fr. ; t. couv. calme plat, ensuite grand fr. du SSO. S. SSE., grande pl.",☋,,//,"Pendant l'ouragan qui eut lieu les 3 et 4 mars, le plus grand abaissement du baromètre fut de 10l,8 ; la marche de cet instrument s'est trouvée en rapport, d'une manière assez exacte, avec les modifications diverses de l'atmosphère.",12-14 ventôse,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-04,13 ventôse an IX,1801-03-04,"-31,5500","55,1525","52,8153",31.33.0,Sud,52.48.55,Orientales,*,*,"15,5",27,"6,0","744,4",993,98,"SE. NE. N. Grand frais par rafales pesantes ; t. couv. et brum. ; à la nuit, vent b. fr.",,,//,"Pendant l'ouragan qui eut lieu les 3 et 4 mars, le plus grand abaissement du baromètre fut de 10l,8 ; la marche de cet instrument s'est trouvée en rapport, d'une manière assez exacte, avec les modifications diverses de l'atmosphère.",12-14 ventôse,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-05,14 ventôse an IX,1801-03-05,"-31,4667","56,6653","54,3281",31.28.0,Sud,54.19.41,Orientales,*,*,"17,7",28,"2,0","762,5",1017,91,NNO. OSO. Joli frais ; beau temps.,,,//,"Pendant l'ouragan qui eut lieu les 3 et 4 mars, le plus grand abaissement du baromètre fut de 10l,8 ; la marche de cet instrument s'est trouvée en rapport, d'une manière assez exacte, avec les modifications diverses de l'atmosphère.",12-14 ventôse,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-06,15 ventôse an IX,1801-03-06,"-30,4667","57,7447","55,4075",30.28.0,Sud,55.24.27,Orientales,,,"19,0",28,"3,0","764,7",1020,94,SO. SE. Petit frais ; b. temps.,,,19.47.,,,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-07,16 ventôse an IX,1801-03-07,"-29,6639","57,9056","55,5683",29.39.50,Sud,55.34.6,Orientales,,,"19,0",28,"2,0","762,5",1017,100,SE. SSE. Petit frais ; b. temps.,☽,,19.27.,,,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-08,17 ventôse an IX,1801-03-08,"-28,7047","58,1656","55,8283",28.42.17,Sud,55.49.42,Orientales,,,"21,5",28,"3,0","764,7",1020,92,SE. SO. Foible brise ; beau t. ; petite pluie pendant la nuit.,L,,17.58.,,,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-09,18 ventôse an IX,1801-03-09,"-28,2156","58,7461","56,4089",28.12.56,Sud,56.24.32,Orientales,,,"21,0",28,"2,0","762,5",1017,93,Du NO. au S. Joli frais ; beau temps.,,,18.8.,,,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-10,19 ventôse an IX,1801-03-10,"-25,3333","60,4297","58,0925",25.20.0,Sud,58.5.33,Orientales,,,"21,5",28,"5,0","769,2",1026,89,S. SE. Joli frais ; b. temps.,P,,14.17.,,,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-11,20 ventôse an IX,1801-03-11,"-22,7742","60,5036","58,1664",22.46.27,Sud,58.9.59,Orientales,,,"21,1",28,"2,5","763,6",1018,84,S. SE. Joli frais ; b. temps.,,,11.55.,"Coupé le tropiq. du Capricorne pour la 2.e fois, à 2 h. du m.",,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-12,21 ventôse an IX,1801-03-12,"-21,4500","60,8556","58,5183",21.27.0,Sud,58.31.6,Orientales,,,"21,4",28,"2,0","762,5",1017,//,SSO. SSE. Petit frais ; beau temps.,,,11.49.,Vu des paille-en-cus.,,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-13,22 ventôse an IX,1801-03-13,"-20,3272","60,6556","58,3183",20.19.38,Sud,58.19.6,Orientales,,,"21,5",28,"3,0","764,7",1020,//,"SSO. ESE. Joli fr. ; b. temps ; le soir, petite pluie ; éclairs dans l'ESE.",,,11.35.,Vu beaucoup de goémons.,,,,
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-14,23 ventôse an IX,1801-03-14,"-19,8839","59,0286","56,6914",19.53.2,Sud,56.41.29,Orientales,,,"21,6",28,"1,5","761,3",1015,//,"Du N. au SE. Joli frais ; beau temps ; pend. la nuit, temps couv. ; grains, pl., écl. dans l'ESE.",●.♌,,//,En vue des terres de l'Ile-de-France.,,,,Points lunaires : début de l'accolade « Constit. bor.e ».
481,503,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-03-15,24 ventôse an IX,1801-03-15,"-19,8658","57,6394","55,3022",19.51.57,Sud,55.18.8,Orientales,△,△,"21,8",28,"3,0","764,7",1020,//,"Du SE. à l'ESE. Joli frais ; b. temps ; le soir, presq. calme.",☊,,//,Mouillé à l'entrée du port Nord-Ouest de l'Ile-de-France.,,,,
